u,v,geometry
48753788,199571,"LINESTRING (16.373326 48.2007142, 16.3735694 48.2012231, 16.3735847 48.2012552, 16.3736957 48.201488)"
394906,48071367,"LINESTRING (16.3742399 48.201625, 16.3742261 48.2016122, 16.3741538 48.2015454, 16.3741486 48.2015236, 16.3741405 48.20149, 16.3741476 48.201451, 16.3741504 48.2014353, 16.3741704 48.201402, 16.3746331 48.200581, 16.374784 48.2003134, 16.3748255 48.2002302)"
394906,199473,"LINESTRING (16.3742399 48.201625, 16.3745566 48.2017043)"
48071367,311045196,"LINESTRING (16.3748255 48.2002302, 16.3748643 48.2001575, 16.3749712 48.1999645, 16.3750181 48.1998832, 16.3753185 48.1993599, 16.375395 48.1993114, 16.3754586 48.1992794)"
48071367,199603,"LINESTRING (16.3748255 48.2002302, 16.3747305 48.2002081, 16.3746839 48.2001969, 16.37358 48.1999325)"
199473,199572,"LINESTRING (16.3745566 48.2017043, 16.37457 48.2017077, 16.3748525 48.2017838, 16.3748713 48.2017908)"
311045196,394359,"LINESTRING (16.3754586 48.1992794, 16.3752947 48.1991031)"
199603,48753818,"LINESTRING (16.37358 48.1999325, 16.3734916 48.1999113, 16.3732147 48.1999078, 16.3730832 48.1999251, 16.3729221 48.1999463)"
199572,48753672,"LINESTRING (16.3748713 48.2017908, 16.3751845 48.2016476, 16.3756994 48.2014116, 16.375817 48.2013563, 16.3758938 48.2013202)"
199572,48753689,"LINESTRING (16.3748713 48.2017908, 16.3750027 48.2018394, 16.3751088 48.2019197, 16.3754319 48.2022254)"
394359,48072011,"LINESTRING (16.3752947 48.1991031, 16.3751712 48.1990893, 16.3734231 48.1988583)"
394359,148427927,"LINESTRING (16.3752947 48.1991031, 16.3752071 48.1989559, 16.3751566 48.1988583, 16.3750596 48.1985142, 16.3750429 48.1984701, 16.3750276 48.198418)"
48753818,48753788,"LINESTRING (16.3729221 48.1999463, 16.3729679 48.1999984, 16.3730136 48.2000701, 16.373326 48.2007142)"
48753818,199602,"LINESTRING (16.3729221 48.1999463, 16.3720503 48.200154, 16.3706279 48.200521, 16.3702584 48.2006288, 16.369576 48.2008379, 16.3695291 48.2008527)"
48753672,199569,"LINESTRING (16.3758938 48.2013202, 16.3770065 48.2008402)"
48753672,48753689,"LINESTRING (16.3758938 48.2013202, 16.3759504 48.2013764, 16.3762942 48.2017177, 16.3763145 48.2017506, 16.3763232 48.2017648, 16.3763192 48.2017936, 16.3762999 48.2018231, 16.3762883 48.2018284, 16.3757364 48.2020838, 16.3757038 48.2021014, 16.3756819 48.2021132, 16.3756435 48.202134, 16.375559 48.2021693, 16.3754862 48.2022015, 16.3754319 48.2022254)"
48753689,48210029,"LINESTRING (16.3754319 48.2022254, 16.3760187 48.2028083)"
199569,48071367,"LINESTRING (16.3770065 48.2008402, 16.3768528 48.2006926, 16.3748255 48.2002302)"
48210029,295093789,"LINESTRING (16.3760187 48.2028083, 16.3760805 48.2027826, 16.3761519 48.2027528, 16.3761623 48.2027485, 16.3762372 48.2027173, 16.3763127 48.2026809, 16.3769662 48.202374)"
48210029,17312853,"LINESTRING (16.3760187 48.2028083, 16.3764948 48.2032751, 16.3765466 48.2033264)"
48072011,199603,"LINESTRING (16.3734231 48.1988583, 16.37358 48.1999325)"
148427927,119394658,"LINESTRING (16.3750276 48.198418, 16.3749249 48.1984188, 16.3748784 48.1984191, 16.3747584 48.1984089, 16.3745722 48.1983435)"
148427927,48071878,"LINESTRING (16.3750276 48.198418, 16.3750138 48.1983565, 16.3749918 48.1982586, 16.3749668 48.1980023, 16.3750073 48.1978739)"
199602,34591546,"LINESTRING (16.3695291 48.2008527, 16.3692017 48.2009559, 16.369123 48.2009768, 16.3690633 48.2009902, 16.368948 48.201015)"
295093789,60253327,"LINESTRING (16.3769662 48.202374, 16.3770119 48.2024179, 16.3774985 48.2029089)"
17312853,60253327,"LINESTRING (16.3765466 48.2033264, 16.3766112 48.2033004, 16.3766827 48.2032716, 16.3767641 48.2032392, 16.3770553 48.2031101, 16.3772416 48.2030255, 16.3774985 48.2029089)"
17312853,685099,"LINESTRING (16.3765466 48.2033264, 16.3766084 48.2033885, 16.3771335 48.2038924)"
60253327,685101,"LINESTRING (16.3774985 48.2029089, 16.3779785 48.2026906, 16.3782359 48.2025729, 16.378365 48.2025167, 16.3784907 48.2024573, 16.3785326 48.2024281, 16.378612 48.2023844)"
685099,94779759,"LINESTRING (16.3771335 48.2038924, 16.3776471 48.2043911, 16.37771 48.2044566)"
685101,123543687,"LINESTRING (16.378612 48.2023844, 16.3788115 48.2022967, 16.3790129 48.2022081, 16.3794386 48.2020205, 16.3797885 48.2018664, 16.379882 48.2018252, 16.3799428 48.2017984, 16.3801049 48.2017517)"
685101,199569,"LINESTRING (16.378612 48.2023844, 16.3785171 48.2022932, 16.3779785 48.2017748, 16.3774683 48.2012837, 16.3770065 48.2008402)"
94779759,48210045,"LINESTRING (16.37771 48.2044566, 16.3776349 48.2044852, 16.3775284 48.2045259, 16.3774728 48.20455, 16.377401 48.2045822, 16.3768276 48.2048393)"
94779759,60212006,"LINESTRING (16.37771 48.2044566, 16.3777897 48.2045329, 16.3788315 48.2055563)"
123543687,60253446,"LINESTRING (16.3801049 48.2017517, 16.3801775 48.2017306, 16.3802106 48.201721, 16.3802752 48.2017004, 16.3802796 48.201699, 16.3807956 48.2013542)"
123543687,199570,"LINESTRING (16.3801049 48.2017517, 16.3799598 48.2015977, 16.3799419 48.201585, 16.379908 48.2015588, 16.3792413 48.2010853, 16.3792382 48.2010832)"
60253446,60253447,"LINESTRING (16.3807956 48.2013542, 16.3811156 48.2014125, 16.3814687 48.2014952)"
60253446,123419800,"LINESTRING (16.3807956 48.2013542, 16.3808552 48.2008588)"
199570,17312854,"LINESTRING (16.3792382 48.2010832, 16.3783496 48.2004917)"
199570,47998088,"LINESTRING (16.3792382 48.2010832, 16.3793335 48.2010226, 16.3797828 48.2007368)"
48210045,48210052,"LINESTRING (16.3768276 48.2048393, 16.3767168 48.2048894, 16.3762035 48.2051229, 16.376121 48.2051618)"
60212006,60428310,"LINESTRING (16.3788315 48.2055563, 16.3787619 48.2055863, 16.378696 48.2056147, 16.3786024 48.2056583, 16.3785331 48.2056903, 16.3779509 48.2059593)"
60212006,59988380,"LINESTRING (16.3788315 48.2055563, 16.3797454 48.2064488)"
48210052,48210067,"LINESTRING (16.376121 48.2051618, 16.3760517 48.2052043, 16.3757538 48.2053716, 16.3754372 48.2055774)"
48210052,48210057,"LINESTRING (16.376121 48.2051618, 16.3760677 48.2051181, 16.3755071 48.2046295)"
60428310,59988367,"LINESTRING (16.3779509 48.2059593, 16.3776433 48.2060972, 16.3775659 48.2061304)"
60428310,60428312,"LINESTRING (16.3779509 48.2059593, 16.3788632 48.2068544)"
59988380,60428312,"LINESTRING (16.3797454 48.2064488, 16.3796751 48.2064799, 16.3796011 48.2065126, 16.3795463 48.2065369, 16.3795114 48.2065524, 16.3794591 48.2065768, 16.3788632 48.2068544)"
59988380,57452311,"LINESTRING (16.3797454 48.2064488, 16.380141 48.2068324, 16.3803747 48.207058, 16.38041 48.2070923, 16.3804774 48.2071611)"
48210067,33182956,"LINESTRING (16.3754372 48.2055774, 16.3745511 48.2051304)"
48210067,33182947,"LINESTRING (16.3754372 48.2055774, 16.3753543 48.2056585, 16.3749324 48.2058853, 16.3747146 48.205954, 16.3742134 48.2062694, 16.3742024 48.2062878, 16.3740099 48.2064954, 16.3737902 48.2066234, 16.3736114 48.2067178, 16.3733806 48.2068131, 16.3732765 48.2068545, 16.3729623 48.2069278)"
48210057,48210040,"LINESTRING (16.3755071 48.2046295, 16.3762031 48.2043068)"
48210057,33182959,"LINESTRING (16.3755071 48.2046295, 16.3749663 48.2041384, 16.374902 48.2040801)"
59988367,60060456,"LINESTRING (16.3775659 48.2061304, 16.3774798 48.2061734, 16.3771746 48.2063196)"
59988367,48210052,"LINESTRING (16.3775659 48.2061304, 16.3775119 48.2060751, 16.3772146 48.2057543, 16.3771069 48.2056788, 16.3769255 48.2055741, 16.3767383 48.2054764, 16.376595 48.2054209, 16.3764704 48.2053806, 16.3763152 48.2053183, 16.3762126 48.2052333, 16.376121 48.2051618)"
60428312,48753629,"LINESTRING (16.3788632 48.2068544, 16.3784863 48.2070283, 16.3774007 48.2075056, 16.3772117 48.207588, 16.3771326 48.2076226)"
57452311,123430807,"LINESTRING (16.3804774 48.2071611, 16.3805454 48.207146, 16.3806278 48.2071276, 16.3806769 48.2071162, 16.381052 48.2070301, 16.3811509 48.2070064, 16.3815004 48.206952, 16.3822908 48.2067267, 16.3825922 48.2066449, 16.3826359 48.206633, 16.3826692 48.206624, 16.3827453 48.2066032, 16.38285 48.2065711)"
57452311,59988409,"LINESTRING (16.3804774 48.2071611, 16.3806527 48.207336)"
60060456,35589590,"LINESTRING (16.3771746 48.2063196, 16.3770698 48.2062987, 16.3768011 48.2061719)"
48753629,48210254,"LINESTRING (16.3771326 48.2076226, 16.3770555 48.2076564, 16.3764752 48.207888, 16.3762798 48.2079965, 16.3759438 48.2081118)"
48753629,60060446,"LINESTRING (16.3771326 48.2076226, 16.3770876 48.2075676, 16.3767388 48.2071616)"
33182956,33182958,"LINESTRING (16.3745511 48.2051304, 16.3742025 48.2044763, 16.3741593 48.2044262)"
33182956,48210057,"LINESTRING (16.3745511 48.2051304, 16.3755071 48.2046295)"
33182947,33182954,"LINESTRING (16.3729623 48.2069278, 16.3728256 48.2066598, 16.3727762 48.2065877, 16.372663 48.2063521, 16.3726055 48.2062291, 16.3724646 48.2059925, 16.3723612 48.2058207, 16.372347 48.2057802)"
33182947,33182946,"LINESTRING (16.3729623 48.2069278, 16.3727506 48.2069826)"
48210040,48210045,"LINESTRING (16.3762031 48.2043068, 16.3763705 48.2044666, 16.3764803 48.2045196, 16.3768276 48.2048393)"
48210040,685099,"LINESTRING (16.3762031 48.2043068, 16.376839 48.2040241, 16.3769074 48.2039937, 16.3769964 48.2039538, 16.3770631 48.2039239, 16.3771335 48.2038924)"
33182959,48210036,"LINESTRING (16.374902 48.2040801, 16.3749722 48.204048, 16.3756113 48.203756)"
33182959,33182924,"LINESTRING (16.374902 48.2040801, 16.3748348 48.2040215, 16.3743256 48.2035771)"
123430807,123614797,"LINESTRING (16.38285 48.2065711, 16.3830156 48.2065234, 16.383055 48.2065126, 16.3837509 48.2063219)"
123430807,2363278775,"LINESTRING (16.38285 48.2065711, 16.382772 48.2064532, 16.3827399 48.2064074, 16.3826449 48.2062717, 16.3825612 48.2061385, 16.3825372 48.2060678, 16.3825097 48.205966, 16.3825109 48.2058338, 16.3825823 48.2056793, 16.3827155 48.2055203, 16.383138 48.2051526, 16.3832151 48.2050448, 16.3832616 48.2048751, 16.3832676 48.2048003, 16.3832611 48.2046335, 16.3832579 48.2046156, 16.3832341 48.2044725)"
59988409,66863208,"LINESTRING (16.3806527 48.207336, 16.380586 48.2073662, 16.3804892 48.2074101, 16.380424 48.2074396, 16.3803556 48.2074706, 16.3798957 48.2076756)"
59988409,60019312,"LINESTRING (16.3806527 48.207336, 16.3807166 48.2074001, 16.3815315 48.2082004)"
48210254,48220138,"LINESTRING (16.3759438 48.2081118, 16.3755134 48.2082253, 16.3751119 48.2083124, 16.374831 48.208407)"
60060446,35589589,"LINESTRING (16.3767388 48.2071616, 16.3759976 48.206302)"
60060446,60060454,"LINESTRING (16.3767388 48.2071616, 16.3768556 48.2071089, 16.3773205 48.2069029)"
35589590,48210067,"LINESTRING (16.3768011 48.2061719, 16.3754372 48.2055774)"
123614797,123610504,"LINESTRING (16.3837509 48.2063219, 16.3838132 48.2064065, 16.3839977 48.2066572, 16.3840358 48.2067087, 16.3842685 48.2070289, 16.38435 48.2071411)"
2363278775,123431334,"LINESTRING (16.3832341 48.2044725, 16.3831907 48.2043674, 16.3831659 48.2043295, 16.3831189 48.2042568, 16.3829985 48.2041029, 16.3828669 48.2039866, 16.3820947 48.2034197, 16.3816157 48.203068)"
2363278775,3821503281,"LINESTRING (16.3832341 48.2044725, 16.3833466 48.2044539, 16.3834037 48.2044461, 16.3834361 48.2044425, 16.3836854 48.2044246, 16.3841501 48.2043555, 16.3842204 48.2043578, 16.3842759 48.2043609, 16.3843392 48.2043723, 16.384486 48.2044042)"
66863208,199489,"LINESTRING (16.3798957 48.2076756, 16.3794238 48.2078859, 16.3793778 48.2079317)"
60019312,50753893,"LINESTRING (16.3815315 48.2082004, 16.3821652 48.2088185, 16.3822333 48.2088944)"
123610504,123618209,"LINESTRING (16.38435 48.2071411, 16.3845595 48.2074144, 16.3846547 48.2075041)"
123431334,123543687,"LINESTRING (16.3816157 48.203068, 16.3815392 48.2030109, 16.3814968 48.2029792, 16.3807121 48.2023932, 16.3801945 48.2018613, 16.3801049 48.2017517)"
3821503281,3821503282,"LINESTRING (16.384486 48.2044042, 16.3845655 48.2044086, 16.3845863 48.2044097)"
48220138,60211849,"LINESTRING (16.374831 48.208407, 16.3751996 48.2087891)"
35589589,35589590,"LINESTRING (16.3759976 48.206302, 16.3768011 48.2061719)"
60060454,60060456,"LINESTRING (16.3773205 48.2069029, 16.3772262 48.20637, 16.3771746 48.2063196)"
60060454,199522,"LINESTRING (16.3773205 48.2069029, 16.3780031 48.2065851)"
199489,60019309,"LINESTRING (16.3793778 48.2079317, 16.3795701 48.2081673, 16.3798767 48.2085428, 16.3799145 48.2085929, 16.379954 48.2087291)"
50753893,277119462,"LINESTRING (16.3822333 48.2088944, 16.3822873 48.2088764, 16.3823603 48.2088521, 16.3824664 48.2088151, 16.3825563 48.2087835, 16.3828588 48.2086796, 16.3834576 48.2084738)"
50753893,277843037,"LINESTRING (16.3822333 48.2088944, 16.3822657 48.2089697, 16.3825036 48.2098482, 16.3825476 48.2100152, 16.3825591 48.21006, 16.3827261 48.210719, 16.3827379 48.2107647)"
60019309,60060342,"LINESTRING (16.379954 48.2087291, 16.3806214 48.208502)"
60019309,60019314,"LINESTRING (16.379954 48.2087291, 16.3799289 48.2089099, 16.3799593 48.2095286, 16.3799431 48.2096755)"
123618209,123614314,"LINESTRING (16.3846547 48.2075041, 16.3847216 48.2075929, 16.3847489 48.207629, 16.3848846 48.2078219, 16.3849254 48.2078964, 16.3849696 48.20796)"
3821503282,2399048019,"LINESTRING (16.3845863 48.2044097, 16.3845991 48.2044329, 16.3846414 48.2045101, 16.3847714 48.2046957, 16.3848669 48.204821, 16.3849993 48.2049879, 16.3852929 48.2053579, 16.385503 48.2056299, 16.385529 48.2056635, 16.3856033 48.2057668)"
3821503282,123540816,"LINESTRING (16.3845863 48.2044097, 16.3846118 48.2043761, 16.3846395 48.2043497, 16.384886 48.2041813, 16.3851704 48.2040032, 16.3854616 48.203812, 16.3856069 48.2037424)"
277119462,123430226,"LINESTRING (16.3834576 48.2084738, 16.3835307 48.2084499, 16.3838701 48.208339, 16.3838781 48.2083364, 16.3838932 48.2083315, 16.3840155 48.2082867, 16.3841522 48.2082399)"
277843037,60121382,"LINESTRING (16.3827379 48.2107647, 16.3826561 48.2107774, 16.3825768 48.2107949, 16.3824722 48.2108276, 16.3824524 48.2108394, 16.3824241 48.2108563, 16.3822892 48.2109575, 16.3822208 48.21098, 16.3821422 48.2109698, 16.3812097 48.2106802)"
277843037,685048,"LINESTRING (16.3827379 48.2107647, 16.3827576 48.2108446, 16.3827788 48.2109586, 16.3827985 48.2110872, 16.3828232 48.2111947, 16.3828272 48.2112162, 16.3828295 48.2112289, 16.3828346 48.2112572, 16.3828674 48.2113654)"
123430226,123614314,"LINESTRING (16.3841522 48.2082399, 16.3842566 48.2082041, 16.3843224 48.2081818, 16.3849696 48.20796)"
123430226,123611365,"LINESTRING (16.3841522 48.2082399, 16.3840991 48.2081713, 16.3840758 48.2081413, 16.3839804 48.2080185, 16.3838217 48.2078143)"
60121382,60121388,"LINESTRING (16.3812097 48.2106802, 16.3799666 48.2103266)"
60121382,60060344,"LINESTRING (16.3812097 48.2106802, 16.3812638 48.2103509, 16.3813175 48.2101022, 16.3813205 48.2100802, 16.381331 48.2099938, 16.3813205 48.2098838, 16.3813098 48.2098508, 16.381278 48.209742, 16.3811345 48.2092692)"
685048,60144055,"LINESTRING (16.3828674 48.2113654, 16.3826837 48.2113769, 16.3825067 48.2113874, 16.381899 48.2114013, 16.3817351 48.2114051, 16.3810643 48.2114204)"
685048,685050,"LINESTRING (16.3828674 48.2113654, 16.3829052 48.2114694, 16.382948 48.2115669, 16.3830269 48.2119241, 16.3831488 48.212334, 16.3831485 48.2124403)"
123614314,6295026706,"LINESTRING (16.3849696 48.20796, 16.385065 48.207929, 16.3854845 48.2077858, 16.3855751 48.207755, 16.3858818 48.2076521, 16.3864613 48.2074567, 16.3865767 48.2074174, 16.3866153 48.2074043)"
123611365,199568,"LINESTRING (16.3838217 48.2078143, 16.3837079 48.2076876, 16.3836718 48.2076474, 16.383472 48.207425)"
123611365,123618209,"LINESTRING (16.3838217 48.2078143, 16.3839159 48.2077842, 16.3845485 48.2075808, 16.3846547 48.2075041)"
60121388,57448226,"LINESTRING (16.3799666 48.2103266, 16.3799855 48.2105725)"
60060344,50753893,"LINESTRING (16.3811345 48.2092692, 16.3818763 48.2090162, 16.3819737 48.2089827, 16.38207 48.2089502, 16.3821524 48.208922, 16.3822333 48.2088944)"
60060344,60060342,"LINESTRING (16.3811345 48.2092692, 16.3806214 48.208502)"
60144055,60144053,"LINESTRING (16.3810643 48.2114204, 16.3808043 48.2114343, 16.3801776 48.2114677, 16.3799919 48.2114776)"
60144055,60121382,"LINESTRING (16.3810643 48.2114204, 16.3810805 48.2113401, 16.3810831 48.2113273, 16.3810872 48.2113017, 16.3810948 48.2112484, 16.3810962 48.2112244, 16.3812097 48.2106802)"
685050,60657050,"LINESTRING (16.3831485 48.2124403, 16.3833025 48.2124583, 16.3834836 48.2124815, 16.3839191 48.21255, 16.3840852 48.2125761, 16.3845259 48.2126643, 16.3848048 48.2127201, 16.385279 48.2128421)"
685050,60637360,"LINESTRING (16.3831485 48.2124403, 16.3831423 48.2125027, 16.3831278 48.2126239, 16.3830367 48.2130009, 16.3830065 48.2131092)"
57448226,60143992,"LINESTRING (16.3799855 48.2105725, 16.3798327 48.2105671, 16.3792412 48.2106891)"
57448226,60144053,"LINESTRING (16.3799855 48.2105725, 16.3799916 48.2112431, 16.3799919 48.2112756, 16.3799946 48.2113183, 16.3799938 48.2113652, 16.3799934 48.2113916, 16.3799919 48.2114776)"
60060342,66863208,"LINESTRING (16.3806214 48.208502, 16.3798957 48.2076756)"
60060342,60019312,"LINESTRING (16.3806214 48.208502, 16.3812329 48.2083068, 16.3812984 48.2082859, 16.3813888 48.2082505, 16.3814286 48.2082374, 16.381465 48.2082243, 16.3815315 48.2082004)"
6295026706,60484415,"LINESTRING (16.3866153 48.2074043, 16.3867552 48.207363, 16.3871685 48.2072259, 16.3873767 48.2071568, 16.3874603 48.2071297)"
6295026706,62663618,"LINESTRING (16.3866153 48.2074043, 16.3866195 48.2074969, 16.3866184 48.2077314, 16.3866176 48.2077764, 16.3866077 48.207918, 16.3865981 48.2082948)"
199568,123430807,"LINESTRING (16.383472 48.207425, 16.3834698 48.2074226, 16.3829068 48.2066623, 16.38285 48.2065711)"
199568,123610504,"LINESTRING (16.383472 48.207425, 16.3835525 48.207399, 16.3836029 48.2073827, 16.38435 48.2071411)"
60144053,60143990,"LINESTRING (16.3799919 48.2114776, 16.3798993 48.2114815, 16.379832 48.2114857, 16.3796896 48.2114947, 16.3794172 48.2115231, 16.37912 48.2115668)"
60657050,60657188,"LINESTRING (16.385279 48.2128421, 16.3859669 48.2130725)"
60637360,60637355,"LINESTRING (16.3830065 48.2131092, 16.3828829 48.2130842, 16.3825801 48.21304, 16.3823017 48.2129993)"
60637360,199472,"LINESTRING (16.3830065 48.2131092, 16.3829385 48.2133827)"
60143990,2389850716,"LINESTRING (16.37912 48.2115668, 16.3788761 48.2116178, 16.3787742 48.2116419)"
60143992,60143990,"LINESTRING (16.3792412 48.2106891, 16.3792406 48.2108212, 16.3792405 48.2108513, 16.3792751 48.2109909, 16.3793303 48.2111801, 16.379369 48.2113296, 16.3793718 48.2113509, 16.3793706 48.211402, 16.3793691 48.2114107, 16.3793661 48.2114176, 16.3793629 48.2114259, 16.3793585 48.2114318, 16.3793192 48.2114647, 16.37912 48.2115668)"
2389850716,685044,"LINESTRING (16.3787742 48.2116419, 16.378735 48.2116509, 16.3787075 48.2116572, 16.3786681 48.2116658, 16.3785219 48.2116971, 16.378161 48.2117725, 16.3778266 48.2118586, 16.3775516 48.2119294, 16.3774159 48.2119641, 16.3770756 48.2120755, 16.3767926 48.2121859, 16.3766857 48.2122308, 16.3766466 48.2122457, 16.3766355 48.2122504, 16.3765745 48.2122762)"
2389850716,59988314,"LINESTRING (16.3787742 48.2116419, 16.3787475 48.2115978, 16.3786984 48.2115169, 16.3786602 48.2114656, 16.378628 48.2114225, 16.3786076 48.2113911, 16.3785363 48.211284, 16.3784187 48.2111138, 16.3784032 48.2110885, 16.3783052 48.2109308, 16.378208 48.2107727, 16.3781542 48.2106876, 16.3779551 48.2104196, 16.3779148 48.2103644)"
60637355,314246318,"LINESTRING (16.3823017 48.2129993, 16.3813801 48.2128721, 16.3812657 48.2128738, 16.381136 48.2130049)"
199472,685051,"LINESTRING (16.3829385 48.2133827, 16.3828704 48.2136562)"
314246318,314246316,"LINESTRING (16.381136 48.2130049, 16.3808655 48.2128686, 16.380635 48.2127798, 16.3804179 48.2127332, 16.3802806 48.2126645)"
685051,79644787,"LINESTRING (16.3828704 48.2136562, 16.3827675 48.2136561, 16.382675 48.2136702, 16.3825821 48.213667, 16.3822129 48.2135179)"
685051,60657211,"LINESTRING (16.3828704 48.2136562, 16.3829166 48.213784, 16.383078 48.2139063, 16.3840135 48.214475, 16.3842067 48.2145809, 16.3842348 48.2145956, 16.3842681 48.2146138, 16.38436 48.2146639)"
314246316,60637337,"LINESTRING (16.3802806 48.2126645, 16.3803215 48.2127924, 16.3806351 48.2131626, 16.3807916 48.2133473, 16.380937 48.2135349, 16.3811472 48.2137873, 16.3815288 48.2142856, 16.3818152 48.214627, 16.3818886 48.2147145, 16.38199 48.2148896, 16.3821451 48.2151551, 16.3822306 48.2153049)"
