gen	nevals	avg        	std        	min        	max        
9797	3534  	2.27406e+09	1.01056e+10	1.07323e+09	3.5993e+11 
9798	3570  	2.46315e+09	1.22846e+10	1.07323e+09	3.55923e+11
9799	3643  	2.6098e+09 	1.29302e+10	1.07323e+09	3.56729e+11
9800	3558  	2.69637e+09	1.46108e+10	1.07323e+09	3.59162e+11
9801	3634  	2.32097e+09	1.11363e+10	1.07323e+09	3.74342e+11
9802	3600  	2.49675e+09	1.19371e+10	1.07323e+09	3.56502e+11
9803	3604  	2.84313e+09	1.54783e+10	1.07323e+09	3.55554e+11
9804	3570  	2.58069e+09	1.29588e+10	1.07323e+09	3.68342e+11
9805	3646  	2.48377e+09	1.07567e+10	1.07323e+09	3.68062e+11
9806	3573  	2.6411e+09 	1.42604e+10	1.07323e+09	3.59584e+11
9807	3589  	2.67677e+09	1.45019e+10	1.07323e+09	3.69909e+11
9808	3510  	2.50472e+09	1.23447e+10	1.07323e+09	3.67019e+11
9809	3601  	2.55535e+09	1.47024e+10	1.07323e+09	5.4606e+11 
9810	3710  	2.37542e+09	1.02929e+10	1.07323e+09	3.58637e+11
9811	3565  	2.45867e+09	1.23511e+10	1.07323e+09	3.57223e+11
9812	3598  	2.44766e+09	1.24985e+10	1.07323e+09	3.76247e+11
9813	3563  	2.73383e+09	1.59495e+10	1.07323e+09	5.44742e+11
9814	3596  	2.38481e+09	1.15278e+10	1.07323e+09	3.68317e+11
9815	3593  	2.48737e+09	1.18306e+10	1.07323e+09	3.69258e+11
9816	3617  	2.51252e+09	1.30895e+10	1.07323e+09	3.74188e+11
9817	3552  	2.5339e+09 	1.29514e+10	1.07323e+09	3.56741e+11
9818	3625  	2.42809e+09	1.23414e+10	1.07323e+09	3.74542e+11
9819	3585  	2.54229e+09	1.38009e+10	1.07323e+09	3.55647e+11
9820	3655  	2.49185e+09	1.18775e+10	1.07323e+09	3.724e+11  
9821	3596  	2.67075e+09	1.49595e+10	1.07323e+09	3.84076e+11
9822	3646  	2.57751e+09	1.43622e+10	1.07323e+09	3.69253e+11
9823	3520  	2.58332e+09	1.41243e+10	1.07323e+09	3.77532e+11
9824	3610  	2.39929e+09	1.18782e+10	1.07323e+09	3.56283e+11
9825	3607  	2.84008e+09	1.57807e+10	1.07323e+09	3.76707e+11
9826	3677  	2.51275e+09	1.20776e+10	1.07323e+09	3.75316e+11
9827	3574  	2.53095e+09	1.40419e+10	1.07323e+09	3.75311e+11
9828	3656  	2.41815e+09	1.1472e+10 	1.07323e+09	3.58693e+11
9829	3640  	2.53527e+09	1.38349e+10	1.07323e+09	3.67203e+11
9830	3581  	2.33963e+09	1.03329e+10	1.07323e+09	3.68939e+11
9831	3554  	2.4463e+09 	1.21953e+10	1.07323e+09	3.66587e+11
9832	3603  	2.37905e+09	1.1961e+10 	1.07323e+09	5.50179e+11
9833	3526  	2.30117e+09	8.94555e+09	1.07323e+09	3.54982e+11
9834	3683  	2.44004e+09	1.16233e+10	1.07323e+09	3.69437e+11
9835	3651  	2.27238e+09	1.06719e+10	1.07323e+09	3.69677e+11
9836	3658  	2.22247e+09	7.99873e+09	1.07323e+09	3.54726e+11
9837	3639  	2.75961e+09	1.6161e+10 	1.07323e+09	5.46132e+11
9838	3694  	2.69372e+09	1.42884e+10	1.07323e+09	3.56703e+11
9839	3613  	2.48333e+09	1.32812e+10	1.07323e+09	3.69127e+11
9840	3521  	2.55165e+09	1.17687e+10	1.07323e+09	3.54782e+11
9841	3591  	2.58305e+09	1.46996e+10	1.07323e+09	3.66523e+11
9842	3540  	2.67572e+09	1.49083e+10	1.07323e+09	3.75018e+11
9843	3562  	2.42857e+09	1.16894e+10	1.07323e+09	3.56812e+11
9844	3643  	2.57901e+09	1.35447e+10	1.07323e+09	3.68677e+11
9845	3547  	2.50903e+09	1.30719e+10	1.07323e+09	3.76269e+11
9846	3643  	2.50348e+09	1.27829e+10	1.07323e+09	3.58766e+11
9847	3631  	2.79472e+09	1.61386e+10	1.07323e+09	3.7434e+11 
9848	3604  	2.53969e+09	1.41966e+10	1.07323e+09	3.75524e+11
9849	3586  	2.38242e+09	1.24868e+10	1.07323e+09	3.74052e+11
9850	3585  	2.39575e+09	1.27436e+10	1.07323e+09	3.74408e+11
9851	3596  	2.09987e+09	8.90885e+09	1.07323e+09	3.74418e+11
9852	3604  	2.75016e+09	1.60094e+10	1.07323e+09	3.7592e+11 
9853	3627  	2.19003e+09	8.54133e+09	1.07323e+09	3.55248e+11
9854	3577  	2.41949e+09	1.20383e+10	1.07323e+09	3.5458e+11 
9855	3521  	2.4062e+09 	1.15958e+10	1.07323e+09	3.56711e+11
9856	3557  	2.55122e+09	1.36992e+10	1.07323e+09	3.67208e+11
9857	3580  	2.49865e+09	1.37708e+10	1.07323e+09	5.45752e+11
9858	3615  	2.30004e+09	1.03636e+10	1.07323e+09	3.698e+11  
9859	3604  	2.27588e+09	1.08828e+10	1.07323e+09	3.60743e+11
9860	3557  	2.66628e+09	1.48124e+10	1.07323e+09	5.44535e+11
9861	3577  	2.34283e+09	1.06098e+10	1.07323e+09	3.6878e+11 
9862	3702  	2.40475e+09	1.09889e+10	1.07323e+09	3.59337e+11
9863	3557  	2.64711e+09	1.5533e+10 	1.07323e+09	3.73873e+11
9864	3536  	2.53952e+09	1.39394e+10	1.07323e+09	3.74385e+11
9865	3582  	2.30395e+09	1.0428e+10 	1.07323e+09	3.6672e+11 
9866	3574  	2.34969e+09	1.09557e+10	1.07323e+09	3.74488e+11
9867	3605  	2.92624e+09	1.70918e+10	1.07323e+09	3.81694e+11
9868	3712  	2.62469e+09	1.49161e+10	1.07323e+09	3.59812e+11
9869	3586  	2.35668e+09	1.21656e+10	1.07323e+09	3.69477e+11
9870	3628  	2.63001e+09	1.50309e+10	1.07323e+09	3.74491e+11
9871	3576  	2.31024e+09	1.0238e+10 	1.07323e+09	3.56183e+11
9872	3601  	2.25487e+09	1.05483e+10	1.07323e+09	3.55355e+11
9873	3618  	2.49306e+09	1.15061e+10	1.07323e+09	3.54957e+11
9874	3511  	2.39231e+09	1.11372e+10	1.07323e+09	3.6824e+11 
9875	3693  	2.48432e+09	1.27164e+10	1.07323e+09	3.55191e+11
9876	3669  	2.40801e+09	1.09798e+10	1.07323e+09	3.74883e+11
9877	3607  	2.60557e+09	1.47222e+10	1.07323e+09	3.60953e+11
9878	3648  	2.36049e+09	1.0697e+10 	1.07323e+09	3.69409e+11
9879	3619  	2.4366e+09 	1.16246e+10	1.07323e+09	3.6034e+11 
9880	3634  	2.35398e+09	1.08993e+10	1.07323e+09	3.56209e+11
9881	3565  	2.70716e+09	1.50415e+10	1.07323e+09	3.74058e+11
9882	3677  	2.41422e+09	1.19972e+10	1.07323e+09	3.87274e+11
9883	3610  	2.54932e+09	1.35863e+10	1.07323e+09	3.66588e+11
9884	3554  	2.51706e+09	1.35905e+10	1.07323e+09	3.74701e+11
9885	3662  	2.65919e+09	1.47254e+10	1.07323e+09	3.69242e+11
9886	3548  	2.45187e+09	1.21658e+10	1.07323e+09	3.7409e+11 
9887	3570  	2.52377e+09	1.22067e+10	1.07323e+09	3.7473e+11 
9888	3679  	2.69716e+09	1.46766e+10	1.07323e+09	3.69043e+11
9889	3573  	2.15562e+09	6.76081e+09	1.07323e+09	3.54359e+11
9890	3545  	2.2426e+09 	1.06063e+10	1.07323e+09	3.62011e+11
9891	3619  	2.659e+09  	1.50697e+10	1.07323e+09	3.81502e+11
9892	3637  	2.38937e+09	1.15101e+10	1.07323e+09	3.55301e+11
9893	3572  	2.55129e+09	1.4046e+10 	1.07323e+09	3.74425e+11
9894	3629  	2.59539e+09	1.4608e+10 	1.07323e+09	3.74608e+11
9895	3667  	2.26475e+09	8.80784e+09	1.07323e+09	3.56125e+11
9896	3506  	2.36086e+09	1.18704e+10	1.07323e+09	3.76036e+11
9897	3713  	2.80758e+09	1.64544e+10	1.07323e+09	3.73688e+11
9898	3659  	2.65832e+09	1.46541e+10	1.07323e+09	3.70716e+11
9899	3599  	2.57047e+09	1.26901e+10	1.07323e+09	3.68736e+11
9900	3582  	2.48195e+09	1.20157e+10	1.07323e+09	3.59609e+11
9901	3539  	2.53786e+09	1.35851e+10	1.07323e+09	3.69801e+11
9902	3594  	2.43207e+09	1.22098e+10	1.07323e+09	3.6886e+11 
9903	3663  	2.46711e+09	1.15259e+10	1.07323e+09	3.57328e+11
9904	3576  	2.67869e+09	1.42733e+10	1.07323e+09	3.56102e+11
9905	3657  	2.47944e+09	1.1817e+10 	1.07323e+09	3.69376e+11
9906	3643  	2.61484e+09	1.34896e+10	1.07323e+09	3.6083e+11 
9907	3632  	2.47667e+09	1.29901e+10	1.07323e+09	3.75093e+11
9908	3758  	2.53038e+09	1.23459e+10	1.07323e+09	3.55205e+11
9909	3578  	2.59238e+09	1.52025e+10	1.07323e+09	3.68304e+11
9910	3503  	2.58481e+09	1.47509e+10	1.07323e+09	3.8066e+11 
9911	3568  	2.43196e+09	1.33882e+10	1.07323e+09	5.63425e+11
9912	3600  	2.48944e+09	1.22267e+10	1.07323e+09	3.68342e+11
9913	3626  	2.23768e+09	9.04966e+09	1.07323e+09	3.53768e+11
9914	3531  	2.4751e+09 	1.21747e+10	1.07323e+09	3.74994e+11
9915	3580  	2.49205e+09	1.30754e+10	1.07323e+09	3.76334e+11
9916	3552  	2.25306e+09	8.88137e+09	1.07323e+09	3.54735e+11
9917	3625  	2.50301e+09	1.41689e+10	1.07323e+09	3.5676e+11 
9918	3640  	2.22667e+09	9.57169e+09	1.07323e+09	3.5998e+11 
9919	3541  	2.48534e+09	1.24358e+10	1.07323e+09	3.70827e+11
9920	3658  	2.53658e+09	1.2952e+10 	1.07323e+09	3.74523e+11
9921	3672  	2.42714e+09	1.06591e+10	1.07323e+09	3.57422e+11
9922	3565  	2.73099e+09	1.45497e+10	1.07323e+09	3.6953e+11 
9923	3686  	2.75411e+09	1.58576e+10	1.07323e+09	3.69585e+11
9924	3659  	2.52934e+09	1.25615e+10	1.07323e+09	3.6005e+11 
9925	3581  	2.43304e+09	1.38445e+10	1.07323e+09	3.68292e+11
9926	3613  	2.46596e+09	1.0659e+10 	1.07323e+09	3.71285e+11
9927	3649  	2.43092e+09	1.28736e+10	1.07323e+09	3.59586e+11
9928	3651  	2.19575e+09	8.02287e+09	1.07323e+09	3.54657e+11
9929	3539  	2.68189e+09	1.59611e+10	1.07323e+09	3.73507e+11
9930	3671  	2.82445e+09	1.60361e+10	1.07323e+09	3.74245e+11
9931	3648  	2.27749e+09	7.87096e+09	1.07323e+09	3.67293e+11
9932	3704  	2.47631e+09	1.12759e+10	1.07323e+09	3.69438e+11
9933	3601  	2.58477e+09	1.3627e+10 	1.07323e+09	3.6703e+11 
9934	3643  	2.60416e+09	1.46611e+10	1.07323e+09	3.81928e+11
9935	3581  	2.76465e+09	1.83221e+10	1.07323e+09	5.6565e+11 
9936	3541  	2.51033e+09	1.30789e+10	1.07323e+09	3.70599e+11
9937	3635  	2.45909e+09	1.25822e+10	1.07323e+09	3.69742e+11
9938	3581  	2.69089e+09	1.5033e+10 	1.07323e+09	3.74243e+11
9939	3520  	2.63377e+09	1.4503e+10 	1.07323e+09	3.60786e+11
9940	3666  	2.5835e+09 	1.49081e+10	1.07323e+09	3.70277e+11
9941	3583  	2.35266e+09	1.13717e+10	1.07323e+09	3.6024e+11 
9942	3582  	2.60807e+09	1.37151e+10	1.07323e+09	3.61246e+11
9943	3554  	2.27343e+09	1.0827e+10 	1.07323e+09	3.75252e+11
9944	3562  	2.83183e+09	1.75289e+10	1.07323e+09	3.68895e+11
9945	3628  	2.3967e+09 	1.10765e+10	1.07323e+09	3.69667e+11
9946	3556  	2.67751e+09	1.57452e+10	1.07323e+09	3.66447e+11
9947	3579  	2.55178e+09	1.29167e+10	1.07323e+09	3.67151e+11
9948	3618  	2.67546e+09	1.41718e+10	1.07323e+09	3.60599e+11
9949	3559  	2.5428e+09 	1.38477e+10	1.07323e+09	3.75679e+11
9950	3587  	2.37251e+09	1.01809e+10	1.07323e+09	3.55667e+11
9951	3717  	2.69008e+09	1.38846e+10	1.07323e+09	3.75829e+11
9952	3641  	2.69872e+09	1.55385e+10	1.07323e+09	5.57161e+11
9953	3689  	2.24245e+09	9.54365e+09	1.07323e+09	3.58131e+11
9954	3497  	2.59002e+09	1.42135e+10	1.07323e+09	3.55167e+11
9955	3567  	2.47656e+09	1.22657e+10	1.07323e+09	3.5484e+11 
9956	3591  	2.37437e+09	1.16291e+10	1.07323e+09	3.66682e+11
9957	3588  	2.5623e+09 	1.21223e+10	1.07323e+09	3.7059e+11 
9958	3631  	2.46449e+09	1.17992e+10	1.07323e+09	3.55465e+11
9959	3692  	2.2652e+09 	9.14294e+09	1.07323e+09	3.56256e+11
9960	3550  	2.63758e+09	1.49986e+10	1.07323e+09	3.67006e+11
9961	3596  	2.76303e+09	1.54167e+10	1.07323e+09	3.66522e+11
9962	3612  	2.81487e+09	1.566e+10  	1.07323e+09	3.74278e+11
9963	3626  	2.40022e+09	1.12713e+10	1.07323e+09	3.69204e+11
9964	3640  	2.6212e+09 	1.445e+10  	1.07323e+09	3.89508e+11
9965	3669  	2.65141e+09	1.46615e+10	1.07323e+09	3.79601e+11
9966	3631  	2.24462e+09	9.83151e+09	1.07323e+09	3.54423e+11
9967	3525  	2.3174e+09 	1.01534e+10	1.07323e+09	3.71799e+11
9968	3625  	2.62211e+09	1.48458e+10	1.07323e+09	3.74276e+11
9969	3606  	2.54548e+09	1.30207e+10	1.07323e+09	3.56347e+11
9970	3544  	2.59001e+09	1.50219e+10	1.07323e+09	3.70865e+11
9971	3558  	2.52691e+09	1.43566e+10	1.07323e+09	3.75261e+11
9972	3552  	2.4255e+09 	1.30017e+10	1.07323e+09	3.75551e+11
9973	3595  	2.3113e+09 	1.1407e+10 	1.07323e+09	3.66303e+11
9974	3475  	2.30623e+09	1.12156e+10	1.07323e+09	3.54401e+11
9975	3492  	2.62817e+09	1.59322e+10	1.07323e+09	3.74582e+11
9976	3597  	2.61294e+09	1.30877e+10	1.07323e+09	3.9145e+11 
9977	3602  	2.54733e+09	1.37985e+10	1.07323e+09	3.61269e+11
9978	3564  	2.49683e+09	1.39839e+10	1.07323e+09	3.89958e+11
9979	3722  	2.4215e+09 	1.12101e+10	1.07323e+09	3.56576e+11
9980	3572  	2.24992e+09	9.18872e+09	1.07323e+09	3.57071e+11
9981	3626  	2.29765e+09	9.34315e+09	1.07323e+09	3.5614e+11 
9982	3535  	2.23698e+09	9.56768e+09	1.07323e+09	3.55269e+11
9983	3558  	2.76932e+09	1.54059e+10	1.07323e+09	3.66925e+11
9984	3685  	2.71948e+09	1.52954e+10	1.07323e+09	3.5643e+11 
9985	3633  	2.44612e+09	1.1788e+10 	1.07323e+09	3.56226e+11
9986	3557  	2.42988e+09	1.27866e+10	1.07323e+09	3.62107e+11
9987	3606  	2.45926e+09	1.29573e+10	1.07323e+09	3.59901e+11
9988	3567  	2.40907e+09	1.25175e+10	1.07323e+09	3.75112e+11
9989	3622  	2.38323e+09	1.03017e+10	1.07323e+09	3.56216e+11
9990	3603  	2.28413e+09	1.07493e+10	1.07323e+09	3.56368e+11
9991	3618  	2.5627e+09 	1.4172e+10 	1.07323e+09	3.56159e+11
9992	3666  	2.7599e+09 	1.43052e+10	1.07323e+09	3.56973e+11
9993	3633  	2.77274e+09	1.69493e+10	1.07323e+09	5.67175e+11
9994	3683  	2.77071e+09	1.59071e+10	1.07323e+09	3.72621e+11
9995	3645  	2.49063e+09	1.3131e+10 	1.07323e+09	3.75001e+11
9996	3575  	2.75685e+09	1.59713e+10	1.07323e+09	3.67364e+11
9997	3670  	2.21086e+09	9.93866e+09	1.07323e+09	3.75018e+11
9998	3556  	2.33786e+09	1.03413e+10	1.07323e+09	3.6975e+11 
9999	3530  	2.38267e+09	1.10233e+10	1.07323e+09	3.70158e+11
10000	3555  	2.68786e+09	1.494e+10  	1.07323e+09	3.75059e+11
10001	3626  	2.78446e+09	1.66016e+10	1.07323e+09	3.85849e+11
10002	3641  	2.42522e+09	1.25232e+10	1.07323e+09	3.75808e+11
10003	3446  	2.3088e+09 	9.31047e+09	1.07323e+09	3.6695e+11 
10004	3655  	2.61531e+09	1.38991e+10	1.07323e+09	3.67784e+11
10005	3646  	2.38171e+09	1.08797e+10	1.07323e+09	3.71383e+11
10006	3591  	2.52588e+09	1.21717e+10	1.07323e+09	3.74319e+11
10007	3661  	2.51429e+09	1.22119e+10	1.07323e+09	3.88254e+11
10008	3509  	2.16981e+09	9.01613e+09	1.07323e+09	3.6828e+11 
10009	3669  	2.41291e+09	1.0996e+10 	1.07323e+09	3.53988e+11
10010	3628  	2.48516e+09	1.22634e+10	1.07323e+09	3.60544e+11
10011	3618  	2.71409e+09	1.51927e+10	1.07323e+09	3.5907e+11 
10012	3611  	2.51798e+09	1.39379e+10	1.07323e+09	3.5865e+11 
10013	3535  	2.28795e+09	1.09547e+10	1.07323e+09	3.74296e+11
10014	3608  	2.98502e+09	1.72545e+10	1.07323e+09	3.55755e+11
10015	3535  	2.71192e+09	1.46007e+10	1.07323e+09	3.92318e+11
10016	3533  	2.29131e+09	9.81618e+09	1.07323e+09	3.69654e+11
10017	3669  	2.58731e+09	1.35099e+10	1.07323e+09	3.60882e+11
10018	3501  	2.27414e+09	9.78347e+09	1.07323e+09	3.61269e+11
10019	3543  	2.37217e+09	1.15301e+10	1.07323e+09	3.56525e+11
10020	3559  	2.39895e+09	1.22086e+10	1.07323e+09	3.68638e+11
10021	3618  	2.39788e+09	1.11657e+10	1.07323e+09	3.55538e+11
10022	3612  	2.39232e+09	1.14446e+10	1.07323e+09	3.57717e+11
10023	3549  	2.32615e+09	1.09312e+10	1.07323e+09	3.65998e+11
10024	3616  	2.46019e+09	1.17533e+10	1.07323e+09	3.60527e+11
10025	3681  	2.27968e+09	9.17759e+09	1.07323e+09	3.54603e+11
10026	3669  	2.31621e+09	9.04431e+09	1.07323e+09	3.55009e+11
10027	3595  	2.34631e+09	1.19265e+10	1.07323e+09	5.4507e+11 
10028	3608  	2.6089e+09 	1.28461e+10	1.07323e+09	3.57752e+11
10029	3549  	2.42048e+09	1.20765e+10	1.07323e+09	3.60338e+11
10030	3638  	2.71305e+09	1.51533e+10	1.07323e+09	3.69092e+11
10031	3592  	2.65244e+09	1.4697e+10 	1.07323e+09	3.74639e+11
10032	3526  	2.60593e+09	1.35002e+10	1.07323e+09	3.5839e+11 
10033	3629  	2.59794e+09	1.34905e+10	1.07323e+09	3.6048e+11 
10034	3525  	2.54582e+09	1.23889e+10	1.07323e+09	3.66658e+11
10035	3635  	2.30332e+09	1.02916e+10	1.07323e+09	3.56158e+11
10036	3693  	2.34427e+09	1.07189e+10	1.07323e+09	3.68821e+11
10037	3543  	2.37323e+09	1.1581e+10 	1.07323e+09	3.54925e+11
10038	3569  	2.46508e+09	1.23606e+10	1.07323e+09	3.60433e+11
10039	3715  	2.45644e+09	1.31148e+10	1.07323e+09	3.60789e+11
10040	3548  	2.60245e+09	1.30216e+10	1.07323e+09	3.66428e+11
10041	3626  	2.35868e+09	9.14044e+09	1.07323e+09	3.54317e+11
10042	3597  	2.29742e+09	1.02696e+10	1.07323e+09	3.58174e+11
10043	3610  	2.43049e+09	1.20317e+10	1.07323e+09	3.70169e+11
10044	3603  	2.57227e+09	1.36766e+10	1.07323e+09	3.67172e+11
10045	3592  	2.53783e+09	1.3768e+10 	1.07323e+09	3.60773e+11
10046	3695  	2.63869e+09	1.44409e+10	1.07323e+09	3.79226e+11
10047	3649  	2.5598e+09 	1.18805e+10	1.07323e+09	3.55288e+11
10048	3564  	2.4259e+09 	1.26462e+10	1.07323e+09	3.70973e+11
10049	3622  	2.52809e+09	1.2748e+10 	1.07323e+09	3.73831e+11
10050	3547  	2.46224e+09	1.13188e+10	1.07323e+09	3.55051e+11
10051	3655  	2.68046e+09	1.44501e+10	1.07323e+09	3.57321e+11
10052	3608  	2.36724e+09	1.00451e+10	1.07323e+09	3.54436e+11
10053	3666  	2.60469e+09	1.40179e+10	1.07323e+09	3.76929e+11
10054	3674  	2.65377e+09	1.51399e+10	1.07323e+09	3.7446e+11 
10055	3650  	2.36008e+09	1.09358e+10	1.07323e+09	3.5681e+11 
10056	3630  	2.64489e+09	1.45212e+10	1.07323e+09	3.66506e+11
10057	3579  	2.3318e+09 	1.06817e+10	1.07323e+09	3.58771e+11
10058	3553  	2.49519e+09	1.29637e+10	1.07323e+09	3.71171e+11
10059	3639  	2.50505e+09	1.21521e+10	1.07323e+09	3.57341e+11
10060	3580  	2.45686e+09	1.22259e+10	1.07323e+09	3.87604e+11
10061	3525  	2.26956e+09	9.53476e+09	1.07323e+09	3.53663e+11
10062	3663  	2.62425e+09	1.42544e+10	1.07323e+09	3.75655e+11
10063	3683  	2.36983e+09	1.07442e+10	1.07323e+09	3.68157e+11
10064	3599  	2.56112e+09	1.30191e+10	1.07323e+09	3.69801e+11
10065	3604  	2.29415e+09	1.16416e+10	1.07323e+09	3.74648e+11
10066	3624  	2.34772e+09	1.0811e+10 	1.07323e+09	3.5465e+11 
10067	3618  	2.17012e+09	9.49388e+09	1.07323e+09	3.55806e+11
10068	3673  	2.77471e+09	1.56636e+10	1.07323e+09	3.60193e+11
10069	3585  	2.52166e+09	1.36411e+10	1.07323e+09	3.56317e+11
10070	3614  	2.65394e+09	1.31543e+10	1.07323e+09	3.60774e+11
10071	3648  	2.62456e+09	1.44079e+10	1.07323e+09	3.75068e+11
10072	3613  	2.73219e+09	1.57702e+10	1.07323e+09	3.74056e+11
10073	3572  	2.48538e+09	1.30388e+10	1.07323e+09	3.75005e+11
10074	3605  	2.72596e+09	1.53667e+10	1.07323e+09	5.43999e+11
10075	3549  	2.73872e+09	1.59947e+10	1.07323e+09	3.67901e+11
10076	3612  	2.51688e+09	1.21336e+10	1.07323e+09	3.58313e+11
10077	3589  	2.50699e+09	1.2032e+10 	1.07323e+09	3.68459e+11
10078	3640  	2.37183e+09	1.10146e+10	1.07323e+09	3.72702e+11
10079	3705  	2.75398e+09	1.60401e+10	1.07323e+09	3.68261e+11
10080	3555  	2.61961e+09	1.43551e+10	1.07323e+09	3.54764e+11
10081	3659  	2.42925e+09	1.19001e+10	1.07323e+09	3.54763e+11
10082	3624  	2.36893e+09	1.08857e+10	1.07323e+09	3.56281e+11
10083	3557  	2.34983e+09	1.24753e+10	1.07323e+09	3.68994e+11
10084	3571  	2.39596e+09	1.26356e+10	1.07323e+09	3.66833e+11
10085	3580  	2.4475e+09 	1.40513e+10	1.07323e+09	3.74516e+11
10086	3532  	2.76037e+09	1.54347e+10	1.07323e+09	3.69726e+11
10087	3603  	2.25123e+09	1.00376e+10	1.07323e+09	3.58349e+11
10088	3625  	2.29206e+09	9.76868e+09	1.07323e+09	3.54579e+11
10089	3635  	2.34873e+09	1.07632e+10	1.07323e+09	3.67475e+11
10090	3574  	2.41523e+09	1.28408e+10	1.07323e+09	3.56169e+11
10091	3580  	2.53695e+09	1.45159e+10	1.07323e+09	5.45553e+11
10092	3527  	2.48564e+09	1.2398e+10 	1.07323e+09	3.55376e+11
10093	3573  	2.35254e+09	1.19604e+10	1.07323e+09	3.73923e+11
10094	3555  	2.58277e+09	1.41698e+10	1.07323e+09	3.74806e+11
10095	3512  	2.71675e+09	1.48396e+10	1.07323e+09	3.56461e+11
10096	3641  	2.72563e+09	1.56047e+10	1.07323e+09	3.68644e+11
10097	3658  	2.36375e+09	1.07047e+10	1.07323e+09	3.61092e+11
10098	3594  	2.55648e+09	1.1993e+10 	1.07323e+09	3.75733e+11
10099	3628  	2.38299e+09	1.22721e+10	1.07323e+09	3.59258e+11
10100	3610  	2.39354e+09	1.1111e+10 	1.07323e+09	3.56659e+11
10101	3619  	2.54883e+09	1.31865e+10	1.07323e+09	3.57282e+11
10102	3699  	2.53748e+09	1.2526e+10 	1.07323e+09	3.74606e+11
10103	3604  	2.40561e+09	1.1154e+10 	1.07323e+09	3.56647e+11
10104	3610  	2.58699e+09	1.33598e+10	1.07323e+09	3.79123e+11
10105	3637  	2.47922e+09	1.33941e+10	1.07323e+09	3.69843e+11
10106	3585  	2.27216e+09	9.98367e+09	1.07323e+09	3.77536e+11
10107	3542  	2.61024e+09	1.43469e+10	1.07323e+09	3.90373e+11
10108	3647  	2.62934e+09	1.37697e+10	1.07323e+09	3.66842e+11
10109	3641  	2.87309e+09	1.61096e+10	1.07323e+09	3.59434e+11
10110	3616  	2.28292e+09	9.22291e+09	1.07323e+09	3.55067e+11
10111	3690  	2.59521e+09	1.35426e+10	1.07323e+09	3.56344e+11
10112	3637  	2.69024e+09	1.4405e+10 	1.07323e+09	3.69843e+11
10113	3604  	2.56271e+09	1.2016e+10 	1.07323e+09	3.69555e+11
10114	3530  	2.26877e+09	9.2188e+09 	1.07323e+09	3.60773e+11
10115	3684  	2.79261e+09	1.48356e+10	1.07323e+09	3.5507e+11 
10116	3681  	2.64697e+09	1.3363e+10 	1.07323e+09	3.68164e+11
10117	3610  	2.49261e+09	1.19029e+10	1.07323e+09	3.75334e+11
10118	3516  	2.45913e+09	1.3105e+10 	1.07323e+09	3.56686e+11
10119	3652  	2.4711e+09 	1.21077e+10	1.07323e+09	3.67344e+11
10120	3548  	2.44098e+09	1.1942e+10 	1.07323e+09	3.55941e+11
10121	3697  	2.6724e+09 	1.39938e+10	1.07323e+09	3.55162e+11
10122	3686  	2.91972e+09	1.64763e+10	1.07323e+09	3.74652e+11
10123	3536  	2.28618e+09	1.02935e+10	1.07323e+09	3.54286e+11
10124	3628  	2.56971e+09	1.41107e+10	1.07323e+09	3.56285e+11
10125	3471  	2.3066e+09 	1.02019e+10	1.07323e+09	3.58133e+11
10126	3563  	2.78026e+09	1.55991e+10	1.07323e+09	3.67944e+11
10127	3535  	2.41203e+09	1.27435e+10	1.07323e+09	3.66497e+11
10128	3628  	2.37583e+09	1.10135e+10	1.07323e+09	3.71099e+11
10129	3542  	2.27112e+09	9.35e+09   	1.07323e+09	3.70976e+11
10130	3544  	2.35391e+09	1.09563e+10	1.07323e+09	3.67686e+11
10131	3583  	2.52593e+09	1.3163e+10 	1.07323e+09	3.62102e+11
10132	3618  	2.37536e+09	1.06428e+10	1.07323e+09	3.56518e+11
10133	3607  	2.34922e+09	1.11469e+10	1.07323e+09	3.69591e+11
10134	3609  	2.28143e+09	9.77974e+09	1.07323e+09	3.61171e+11
10135	3558  	2.3627e+09 	1.09749e+10	1.07323e+09	3.5633e+11 
10136	3577  	2.47842e+09	1.18683e+10	1.07323e+09	3.59923e+11
10137	3644  	2.32679e+09	1.13109e+10	1.07323e+09	3.75043e+11
10138	3620  	2.27935e+09	1.10396e+10	1.07323e+09	3.67161e+11
10139	3586  	2.52728e+09	1.34151e+10	1.07323e+09	3.55618e+11
10140	3643  	2.4353e+09 	1.14688e+10	1.07323e+09	3.55293e+11
10141	3570  	2.68832e+09	1.51181e+10	1.07323e+09	3.7671e+11 
10142	3622  	2.42106e+09	1.19924e+10	1.07323e+09	3.74923e+11
10143	3583  	2.53554e+09	1.28843e+10	1.07323e+09	3.60658e+11
10144	3588  	2.47033e+09	1.24112e+10	1.07323e+09	3.68814e+11
10145	3562  	2.20215e+09	9.07421e+09	1.07323e+09	3.94605e+11
10146	3632  	2.42282e+09	1.17071e+10	1.07323e+09	3.66854e+11
10147	3691  	2.36859e+09	1.21413e+10	1.07323e+09	3.74954e+11
10148	3583  	2.48803e+09	1.12481e+10	1.07323e+09	3.56882e+11
10149	3635  	2.51396e+09	1.32247e+10	1.07323e+09	3.68067e+11
10150	3558  	2.64918e+09	1.41433e+10	1.07323e+09	3.55673e+11
10151	3610  	2.51033e+09	1.35348e+10	1.07323e+09	3.5561e+11 
