gen	nevals	avg        	std        	min        	max        
1244	3640  	2.51301e+09	1.023e+10  	1.20287e+09	3.67453e+11
1245	3693  	2.73462e+09	1.41939e+10	1.20287e+09	3.61169e+11
1246	3646  	2.70165e+09	1.41176e+10	1.20287e+09	3.59723e+11
1247	3550  	2.62896e+09	1.29121e+10	1.20287e+09	3.60201e+11
1248	3622  	2.55182e+09	1.13924e+10	1.20287e+09	3.66809e+11
1249	3588  	2.7907e+09 	1.50236e+10	1.20287e+09	3.74089e+11
1250	3603  	2.59092e+09	1.2478e+10 	1.20252e+09	3.58349e+11
1251	3631  	2.40656e+09	1.08596e+10	1.20252e+09	3.55764e+11
1252	3525  	2.42781e+09	1.04391e+10	1.20252e+09	3.74813e+11
1253	3563  	2.59552e+09	1.2173e+10 	1.20252e+09	3.66493e+11
1254	3558  	2.84917e+09	1.46116e+10	1.20252e+09	3.59951e+11
1255	3581  	2.6618e+09 	1.46613e+10	1.20252e+09	3.62852e+11
1256	3655  	2.9705e+09 	1.64327e+10	1.20252e+09	3.7497e+11 
1257	3640  	2.52138e+09	1.1194e+10 	1.20252e+09	3.55653e+11
1258	3551  	2.77925e+09	1.41807e+10	1.20252e+09	3.69643e+11
1259	3634  	2.57459e+09	1.24605e+10	1.20192e+09	3.68391e+11
1260	3604  	2.67744e+09	1.29487e+10	1.20227e+09	3.608e+11  
1261	3615  	2.56647e+09	1.24426e+10	1.20155e+09	3.57788e+11
1262	3489  	2.84677e+09	1.56583e+10	1.20155e+09	3.7288e+11 
1263	3685  	2.40802e+09	1.09597e+10	1.20155e+09	3.56223e+11
1264	3520  	2.72632e+09	1.37845e+10	1.20155e+09	3.80007e+11
1265	3617  	2.65594e+09	1.40874e+10	1.20155e+09	3.75964e+11
1266	3633  	2.54857e+09	1.14521e+10	1.20155e+09	3.5442e+11 
1267	3533  	2.52111e+09	1.14438e+10	1.20155e+09	3.55373e+11
1268	3581  	2.77634e+09	1.48761e+10	1.19629e+09	3.67238e+11
1269	3645  	2.96395e+09	1.68881e+10	1.19629e+09	3.66777e+11
1270	3551  	2.68191e+09	1.31566e+10	1.19629e+09	3.59316e+11
1271	3669  	2.69445e+09	1.31125e+10	1.19532e+09	3.58266e+11
1272	3568  	2.62857e+09	1.26745e+10	1.19532e+09	3.59936e+11
1273	3628  	2.65313e+09	1.28117e+10	1.19532e+09	3.74571e+11
1274	3494  	2.52721e+09	1.18956e+10	1.19532e+09	3.663e+11  
1275	3552  	2.53053e+09	1.17064e+10	1.19455e+09	3.55493e+11
1276	3655  	2.56163e+09	1.23515e+10	1.19455e+09	3.5974e+11 
1277	3547  	2.63915e+09	1.25691e+10	1.19455e+09	3.7476e+11 
1278	3605  	2.59024e+09	1.28745e+10	1.19455e+09	3.69471e+11
1279	3555  	2.4881e+09 	1.15005e+10	1.19455e+09	3.57518e+11
1280	3602  	2.4927e+09 	9.33819e+09	1.19455e+09	3.71102e+11
1281	3589  	2.57797e+09	1.21875e+10	1.19429e+09	3.56554e+11
1282	3585  	2.32121e+09	9.11686e+09	1.19429e+09	3.54619e+11
1283	3567  	2.60744e+09	1.27458e+10	1.19429e+09	3.70159e+11
1284	3621  	2.42715e+09	9.59241e+09	1.19455e+09	3.55547e+11
1285	3598  	2.58126e+09	1.30071e+10	1.19455e+09	5.44203e+11
1286	3620  	2.85449e+09	1.46901e+10	1.19349e+09	3.6827e+11 
1287	3653  	2.66243e+09	1.26611e+10	1.19349e+09	3.74178e+11
1288	3624  	2.6865e+09 	1.45834e+10	1.19349e+09	3.75699e+11
1289	3615  	2.48979e+09	1.09209e+10	1.19349e+09	3.54556e+11
1290	3611  	2.56343e+09	1.25187e+10	1.19331e+09	3.59126e+11
1291	3621  	2.56515e+09	1.22393e+10	1.19331e+09	3.74299e+11
1292	3574  	2.36173e+09	9.1789e+09 	1.1932e+09 	3.56512e+11
1293	3659  	2.58557e+09	1.28633e+10	1.1932e+09 	3.76386e+11
1294	3636  	2.72363e+09	1.52089e+10	1.19276e+09	3.67746e+11
1295	3643  	2.58777e+09	1.15335e+10	1.19271e+09	3.5743e+11 
1296	3584  	2.68732e+09	1.3544e+10 	1.19271e+09	3.7562e+11 
1297	3651  	2.76861e+09	1.53429e+10	1.19271e+09	3.66759e+11
1298	3590  	2.55246e+09	1.11084e+10	1.19271e+09	3.58423e+11
1299	3628  	2.58901e+09	1.15261e+10	1.19259e+09	3.6084e+11 
1300	3584  	2.46141e+09	1.13824e+10	1.19259e+09	3.75161e+11
1301	3617  	2.47085e+09	1.09033e+10	1.19259e+09	3.60062e+11
1302	3600  	2.59066e+09	1.29625e+10	1.19259e+09	3.54111e+11
1303	3609  	2.42385e+09	1.17696e+10	1.19259e+09	3.67689e+11
1304	3571  	2.93229e+09	1.45165e+10	1.19179e+09	3.79011e+11
1305	3714  	2.70246e+09	1.34969e+10	1.19179e+09	3.59978e+11
1306	3575  	2.64065e+09	1.364e+10  	1.19179e+09	3.74888e+11
1307	3515  	2.46352e+09	1.10726e+10	1.19166e+09	3.90247e+11
1308	3610  	2.83239e+09	1.52765e+10	1.19166e+09	3.68977e+11
1309	3653  	2.69914e+09	1.39972e+10	1.19166e+09	3.54751e+11
1310	3608  	2.53989e+09	1.1392e+10 	1.19166e+09	3.75022e+11
1311	3561  	3.13101e+09	1.67442e+10	1.19127e+09	3.66735e+11
1312	3538  	2.68805e+09	1.49023e+10	1.19083e+09	3.62307e+11
1313	3671  	2.59744e+09	1.10491e+10	1.19083e+09	3.56363e+11
1314	3634  	2.55089e+09	1.1808e+10 	1.19078e+09	3.55578e+11
1315	3619  	2.45047e+09	1.04519e+10	1.1907e+09 	3.68817e+11
1316	3591  	2.34003e+09	1.07067e+10	1.19056e+09	3.61224e+11
1317	3616  	2.91175e+09	1.6115e+10 	1.19056e+09	3.74743e+11
1318	3580  	2.48436e+09	1.2374e+10 	1.19052e+09	3.55524e+11
1319	3571  	2.40789e+09	1.14906e+10	1.19047e+09	3.56391e+11
1320	3484  	2.36472e+09	1.07028e+10	1.19042e+09	3.694e+11  
1321	3521  	2.73196e+09	1.47691e+10	1.19042e+09	3.75431e+11
1322	3585  	2.74419e+09	1.52807e+10	1.19039e+09	5.52111e+11
1323	3618  	2.53122e+09	1.22378e+10	1.19013e+09	3.57308e+11
1324	3603  	2.49581e+09	1.07384e+10	1.18956e+09	3.67299e+11
1325	3513  	2.46605e+09	1.10928e+10	1.19013e+09	3.56566e+11
1326	3655  	2.44667e+09	1.07244e+10	1.18995e+09	3.54619e+11
1327	3587  	2.82124e+09	1.58325e+10	1.18977e+09	3.61016e+11
1328	3524  	2.5283e+09 	1.15821e+10	1.18972e+09	3.69904e+11
1329	3592  	2.51737e+09	1.1704e+10 	1.18972e+09	3.75046e+11
1330	3619  	2.51778e+09	1.26937e+10	1.18968e+09	3.68529e+11
1331	3691  	2.66212e+09	1.29036e+10	1.18968e+09	3.55856e+11
1332	3600  	2.42799e+09	1.09125e+10	1.18968e+09	3.78237e+11
1333	3578  	2.55661e+09	1.28832e+10	1.18878e+09	3.70849e+11
1334	3465  	2.57669e+09	1.29835e+10	1.18968e+09	3.73718e+11
1335	3536  	2.34998e+09	9.59138e+09	1.18968e+09	3.56952e+11
1336	3593  	2.50529e+09	1.24308e+10	1.18968e+09	3.68139e+11
1337	3592  	2.79142e+09	1.41077e+10	1.18968e+09	3.72298e+11
1338	3581  	2.49881e+09	1.14257e+10	1.18965e+09	3.70057e+11
1339	3562  	2.48914e+09	1.08749e+10	1.18965e+09	3.62113e+11
1340	3544  	2.56129e+09	1.17964e+10	1.18961e+09	3.74483e+11
1341	3554  	2.51572e+09	1.22684e+10	1.18961e+09	3.68948e+11
1342	3587  	2.50794e+09	1.10226e+10	1.18961e+09	3.65135e+11
1343	3621  	2.70508e+09	1.29916e+10	1.18961e+09	3.6872e+11 
1344	3502  	2.58146e+09	1.2754e+10 	1.18961e+09	3.74136e+11
1345	3646  	2.94543e+09	1.70957e+10	1.18961e+09	3.69035e+11
1346	3578  	2.62276e+09	1.19551e+10	1.18961e+09	3.54677e+11
1347	3617  	2.64011e+09	1.23057e+10	1.18961e+09	3.7568e+11 
1348	3643  	2.55848e+09	1.21769e+10	1.18961e+09	3.60131e+11
1349	3574  	2.55875e+09	1.17744e+10	1.18961e+09	3.88295e+11
1350	3665  	2.67679e+09	1.32466e+10	1.18961e+09	3.59969e+11
1351	3541  	2.64548e+09	1.32797e+10	1.18961e+09	3.59627e+11
1352	3733  	2.59609e+09	1.19936e+10	1.18961e+09	3.69851e+11
1353	3635  	2.57481e+09	1.12442e+10	1.18961e+09	3.54727e+11
1354	3612  	2.8127e+09 	1.50957e+10	1.18961e+09	3.69266e+11
1355	3577  	2.14736e+09	5.48786e+09	1.18889e+09	2.08785e+11
1356	3655  	2.68873e+09	1.34374e+10	1.18961e+09	3.55094e+11
1357	3463  	3.00539e+09	1.69964e+10	1.18961e+09	3.56894e+11
1358	3594  	2.52868e+09	1.2853e+10 	1.18961e+09	5.47226e+11
1359	3558  	2.36242e+09	9.49515e+09	1.18961e+09	3.5822e+11 
1360	3504  	2.43664e+09	1.10822e+10	1.18961e+09	3.68522e+11
1361	3610  	2.59264e+09	1.17969e+10	1.18961e+09	3.71443e+11
1362	3596  	2.34016e+09	8.79397e+09	1.18961e+09	3.59679e+11
1363	3641  	2.79743e+09	1.47639e+10	1.18961e+09	3.73402e+11
1364	3569  	2.65181e+09	1.37204e+10	1.18961e+09	3.63672e+11
1365	3509  	2.5846e+09 	1.31748e+10	1.18961e+09	3.747e+11  
1366	3684  	2.87782e+09	1.50536e+10	1.18961e+09	3.69072e+11
1367	3582  	2.41706e+09	1.09469e+10	1.18961e+09	3.61471e+11
1368	3649  	2.58392e+09	1.29253e+10	1.18961e+09	3.69591e+11
1369	3627  	2.56754e+09	1.16759e+10	1.18961e+09	3.6073e+11 
1370	3596  	2.3745e+09 	7.65719e+09	1.18816e+09	3.58629e+11
1371	3586  	2.4646e+09 	1.21444e+10	1.18816e+09	3.58734e+11
1372	3553  	2.56753e+09	1.19544e+10	1.18816e+09	3.6674e+11 
1373	3600  	2.6011e+09 	1.22281e+10	1.18816e+09	3.58069e+11
1374	3583  	2.42785e+09	7.99931e+09	1.18816e+09	2.13444e+11
1375	3573  	2.61725e+09	1.2354e+10 	1.18816e+09	3.55696e+11
1376	3543  	2.53898e+09	1.21579e+10	1.18816e+09	3.58412e+11
1377	3612  	2.76676e+09	1.51582e+10	1.18813e+09	3.61558e+11
1378	3605  	2.98369e+09	1.75363e+10	1.18813e+09	3.73903e+11
1379	3525  	2.57553e+09	1.31807e+10	1.18813e+09	3.70404e+11
1380	3611  	2.5289e+09 	1.28429e+10	1.18813e+09	3.67204e+11
1381	3482  	2.66594e+09	1.34521e+10	1.18813e+09	3.74842e+11
1382	3635  	2.3565e+09 	8.50278e+09	1.18813e+09	3.71267e+11
1383	3634  	2.47736e+09	1.101e+10  	1.18813e+09	3.55518e+11
1384	3542  	3.01457e+09	1.6279e+10 	1.18813e+09	3.74862e+11
1385	3603  	2.4905e+09 	1.03929e+10	1.18813e+09	3.68448e+11
1386	3627  	2.42332e+09	1.03798e+10	1.18813e+09	3.55754e+11
1387	3743  	2.16001e+09	7.17006e+09	1.18813e+09	3.54303e+11
1388	3637  	2.84926e+09	1.53837e+10	1.18813e+09	3.71611e+11
1389	3565  	2.41103e+09	9.78188e+09	1.18813e+09	3.6878e+11 
1390	3634  	2.59303e+09	1.20057e+10	1.18801e+09	3.6091e+11 
1391	3614  	2.4945e+09 	1.15358e+10	1.18801e+09	3.76923e+11
1392	3622  	2.49444e+09	1.22356e+10	1.18801e+09	3.64548e+11
1393	3498  	2.66295e+09	1.2489e+10 	1.18801e+09	3.74949e+11
1394	3629  	2.70905e+09	1.40184e+10	1.18799e+09	3.74069e+11
1395	3531  	2.46295e+09	1.09353e+10	1.18799e+09	3.57854e+11
1396	3476  	2.54141e+09	1.37784e+10	1.18799e+09	3.74503e+11
1397	3568  	2.78333e+09	1.61235e+10	1.18799e+09	5.45054e+11
1398	3677  	2.41523e+09	9.59489e+09	1.18707e+09	3.55112e+11
1399	3685  	2.73787e+09	1.36479e+10	1.18707e+09	3.58996e+11
1400	3577  	2.59462e+09	1.17974e+10	1.18707e+09	3.55971e+11
1401	3587  	2.51441e+09	1.18568e+10	1.18705e+09	3.59898e+11
1402	3608  	2.8823e+09 	1.57321e+10	1.18705e+09	3.59322e+11
1403	3605  	2.46988e+09	1.23899e+10	1.18705e+09	3.59404e+11
1404	3651  	2.39936e+09	1.01956e+10	1.18705e+09	5.64761e+11
1405	3543  	2.41712e+09	1.15253e+10	1.18705e+09	3.57451e+11
1406	3627  	2.54192e+09	1.14934e+10	1.18705e+09	3.80289e+11
1407	3555  	2.41022e+09	1.07959e+10	1.18705e+09	3.67189e+11
1408	3537  	2.55541e+09	1.25511e+10	1.18705e+09	3.68393e+11
1409	3602  	2.77229e+09	1.41656e+10	1.18705e+09	3.71583e+11
1410	3625  	2.79182e+09	1.47842e+10	1.18705e+09	3.76907e+11
1411	3561  	2.71722e+09	1.44263e+10	1.18705e+09	3.5966e+11 
1412	3650  	2.7215e+09 	1.35369e+10	1.18705e+09	3.74534e+11
1413	3610  	2.86777e+09	1.60512e+10	1.18705e+09	3.6853e+11 
1414	3642  	2.54589e+09	1.11906e+10	1.18705e+09	3.71176e+11
1415	3578  	2.56162e+09	1.26849e+10	1.18705e+09	3.62272e+11
1416	3596  	2.56543e+09	1.13193e+10	1.18705e+09	3.5661e+11 
1417	3661  	2.42812e+09	9.6814e+09 	1.18705e+09	3.87063e+11
1418	3669  	2.74272e+09	1.42364e+10	1.18705e+09	3.60146e+11
1419	3685  	2.76359e+09	1.49504e+10	1.18705e+09	3.68391e+11
1420	3574  	2.79482e+09	1.48042e+10	1.18705e+09	3.71682e+11
1421	3674  	2.74123e+09	1.46627e+10	1.18705e+09	3.56469e+11
1422	3577  	2.31157e+09	8.24336e+09	1.18705e+09	3.53396e+11
1423	3626  	2.42417e+09	9.90665e+09	1.18705e+09	3.56319e+11
1424	3526  	2.41351e+09	1.12517e+10	1.18705e+09	3.54581e+11
1425	3528  	2.38079e+09	9.81959e+09	1.18705e+09	3.54028e+11
1426	3629  	2.47975e+09	1.05095e+10	1.18705e+09	3.58967e+11
1427	3606  	2.46996e+09	1.08847e+10	1.18705e+09	3.56029e+11
1428	3567  	2.5799e+09 	1.35759e+10	1.18705e+09	5.44251e+11
1429	3540  	2.46379e+09	1.16112e+10	1.18705e+09	3.69029e+11
1430	3567  	2.37046e+09	9.4206e+09 	1.18705e+09	3.54255e+11
1431	3638  	2.72912e+09	1.43676e+10	1.18705e+09	3.56529e+11
1432	3572  	2.45902e+09	1.01206e+10	1.18705e+09	3.55228e+11
1433	3584  	2.50669e+09	1.1034e+10 	1.18705e+09	3.67839e+11
1434	3680  	2.47443e+09	1.13245e+10	1.18705e+09	3.6082e+11 
1435	3651  	2.37497e+09	9.87834e+09	1.18705e+09	3.5395e+11 
1436	3552  	2.59772e+09	1.24113e+10	1.18705e+09	3.66657e+11
1437	3574  	2.54988e+09	1.21419e+10	1.18701e+09	3.55523e+11
1438	3595  	2.72415e+09	1.36468e+10	1.18701e+09	3.56339e+11
1439	3578  	2.61914e+09	1.31424e+10	1.18701e+09	3.74227e+11
1440	3592  	2.51843e+09	1.22778e+10	1.18695e+09	3.60483e+11
1441	3605  	2.50021e+09	1.19918e+10	1.18701e+09	3.75796e+11
1442	3529  	2.62736e+09	1.29877e+10	1.18701e+09	3.68152e+11
1443	3656  	2.62808e+09	1.26106e+10	1.18678e+09	3.54606e+11
1444	3580  	2.60692e+09	1.30435e+10	1.18657e+09	3.88874e+11
1445	3565  	2.83163e+09	1.51634e+10	1.18657e+09	3.67905e+11
1446	3589  	2.60341e+09	1.20797e+10	1.18657e+09	3.82473e+11
1447	3721  	2.56668e+09	1.22381e+10	1.18609e+09	3.75067e+11
1448	3663  	2.57622e+09	9.96651e+09	1.18609e+09	3.60043e+11
1449	3595  	2.54618e+09	1.22637e+10	1.18606e+09	3.76462e+11
1450	3537  	2.48639e+09	1.05593e+10	1.18583e+09	3.54694e+11
1451	3571  	2.69659e+09	1.34956e+10	1.18583e+09	3.59791e+11
1452	3596  	2.81883e+09	1.57251e+10	1.18579e+09	3.57511e+11
1453	3653  	2.80484e+09	1.52268e+10	1.18535e+09	3.60545e+11
1454	3549  	2.93019e+09	1.54807e+10	1.18531e+09	3.75408e+11
1455	3658  	2.64081e+09	1.33398e+10	1.18531e+09	3.60828e+11
1456	3645  	2.62914e+09	1.23219e+10	1.18531e+09	3.66604e+11
1457	3563  	2.58714e+09	1.3072e+10 	1.18531e+09	3.76156e+11
1458	3638  	2.3478e+09 	9.1621e+09 	1.18531e+09	3.5536e+11 
1459	3611  	2.90216e+09	1.59833e+10	1.18531e+09	3.59463e+11
1460	3562  	2.62142e+09	1.38609e+10	1.18531e+09	3.55443e+11
1461	3600  	2.2168e+09 	8.02049e+09	1.18531e+09	3.56775e+11
1462	3531  	2.67773e+09	1.33121e+10	1.18531e+09	3.74376e+11
1463	3601  	2.51499e+09	1.19144e+10	1.18531e+09	3.75212e+11
1464	3730  	2.85829e+09	1.49733e+10	1.18526e+09	3.66383e+11
1465	3528  	2.61001e+09	1.33181e+10	1.18526e+09	3.68302e+11
1466	3559  	2.54103e+09	1.19373e+10	1.18526e+09	4.0278e+11 
1467	3566  	2.07298e+09	4.12875e+09	1.18526e+09	1.95348e+11
1468	3681  	2.66254e+09	1.24949e+10	1.18526e+09	3.59619e+11
1469	3572  	2.54097e+09	1.22894e+10	1.18462e+09	3.57144e+11
1470	3576  	2.77804e+09	1.48601e+10	1.18462e+09	3.68601e+11
1471	3606  	2.75962e+09	1.47267e+10	1.18462e+09	3.59846e+11
1472	3543  	2.54636e+09	1.21224e+10	1.18462e+09	3.59575e+11
1473	3627  	2.50517e+09	1.15283e+10	1.18462e+09	3.74494e+11
1474	3638  	2.50909e+09	9.95889e+09	1.18462e+09	3.57023e+11
1475	3698  	2.8015e+09 	1.48882e+10	1.18457e+09	3.76732e+11
1476	3588  	2.49939e+09	1.13703e+10	1.18452e+09	3.56214e+11
1477	3620  	2.73039e+09	1.41661e+10	1.18452e+09	3.74918e+11
1478	3565  	2.63453e+09	1.31513e+10	1.18452e+09	3.55652e+11
1479	3639  	2.5569e+09 	1.31613e+10	1.18431e+09	3.56925e+11
1480	3624  	2.63354e+09	1.25684e+10	1.18431e+09	3.56422e+11
1481	3673  	2.35446e+09	9.60051e+09	1.18426e+09	3.5572e+11 
1482	3652  	2.65163e+09	1.22829e+10	1.18426e+09	3.55365e+11
1483	3630  	2.41254e+09	1.11153e+10	1.18421e+09	3.55575e+11
1484	3597  	2.67502e+09	1.35593e+10	1.18421e+09	3.68624e+11
1485	3614  	2.47636e+09	1.08454e+10	1.18416e+09	3.56791e+11
1486	3606  	2.59898e+09	1.22301e+10	1.18416e+09	3.57419e+11
1487	3591  	2.85698e+09	1.60671e+10	1.18416e+09	3.69624e+11
1488	3578  	2.47623e+09	1.06404e+10	1.18416e+09	3.72377e+11
1489	3707  	2.54916e+09	1.22151e+10	1.18416e+09	3.67542e+11
1490	3574  	2.4027e+09 	1.07088e+10	1.18316e+09	3.74636e+11
1491	3584  	2.62918e+09	1.35254e+10	1.18316e+09	3.77382e+11
1492	3663  	2.73121e+09	1.40506e+10	1.18306e+09	3.68805e+11
1493	3593  	2.61103e+09	1.35771e+10	1.18306e+09	3.67742e+11
1494	3649  	2.89378e+09	1.60056e+10	1.18306e+09	3.55898e+11
1495	3581  	2.53995e+09	1.15869e+10	1.18306e+09	3.56631e+11
1496	3619  	2.65923e+09	1.35906e+10	1.18306e+09	3.82715e+11
1497	3621  	2.6051e+09 	1.35604e+10	1.18306e+09	3.83361e+11
1498	3540  	2.68148e+09	1.31859e+10	1.18306e+09	3.81873e+11
1499	3626  	2.89289e+09	1.52482e+10	1.18306e+09	3.75498e+11
1500	3585  	2.7367e+09 	1.48839e+10	1.18306e+09	3.5494e+11 
1501	3655  	2.72733e+09	1.32425e+10	1.18306e+09	3.76133e+11
1502	3632  	2.90496e+09	1.60113e+10	1.18306e+09	3.69032e+11
1503	3573  	2.6694e+09 	1.38655e+10	1.18306e+09	3.57012e+11
1504	3580  	2.30308e+09	9.48609e+09	1.18306e+09	3.54312e+11
1505	3602  	2.51408e+09	1.12868e+10	1.18266e+09	3.54673e+11
1506	3590  	2.74966e+09	1.42592e+10	1.18266e+09	3.5764e+11 
1507	3619  	2.81108e+09	1.51365e+10	1.18266e+09	3.69147e+11
1508	3585  	2.6906e+09 	1.39261e+10	1.18266e+09	3.56663e+11
1509	3613  	2.60265e+09	1.21754e+10	1.18266e+09	3.74541e+11
1510	3532  	2.61544e+09	1.27487e+10	1.18266e+09	3.89424e+11
1511	3615  	2.5782e+09 	1.2209e+10 	1.18266e+09	3.72242e+11
1512	3622  	2.63562e+09	1.30354e+10	1.18266e+09	3.58612e+11
1513	3623  	2.59945e+09	1.2627e+10 	1.18266e+09	3.69123e+11
1514	3564  	2.79995e+09	1.48262e+10	1.18266e+09	3.74477e+11
1515	3586  	2.60888e+09	1.34171e+10	1.18266e+09	3.68326e+11
1516	3592  	2.5658e+09 	1.25011e+10	1.18266e+09	3.81397e+11
1517	3522  	2.56391e+09	1.20191e+10	1.18266e+09	3.68744e+11
1518	3651  	2.16858e+09	6.5486e+09 	1.18266e+09	3.53785e+11
1519	3557  	2.89556e+09	1.57647e+10	1.18266e+09	3.56802e+11
1520	3514  	2.68438e+09	1.36728e+10	1.18266e+09	3.69313e+11
1521	3569  	2.33531e+09	8.4647e+09 	1.18266e+09	3.60542e+11
1522	3653  	2.5421e+09 	1.26142e+10	1.18266e+09	3.79438e+11
1523	3523  	2.5508e+09 	1.30259e+10	1.18266e+09	3.75558e+11
1524	3627  	2.77709e+09	1.48264e+10	1.18266e+09	3.5602e+11 
1525	3682  	2.68532e+09	1.33007e+10	1.18266e+09	3.60565e+11
1526	3599  	2.45862e+09	1.05129e+10	1.18266e+09	3.67547e+11
1527	3661  	2.95893e+09	1.64535e+10	1.18266e+09	3.60999e+11
1528	3514  	2.62897e+09	1.31096e+10	1.18266e+09	3.75677e+11
1529	3704  	2.23396e+09	8.54248e+09	1.18266e+09	3.56864e+11
1530	3632  	2.70449e+09	1.42306e+10	1.18266e+09	3.76183e+11
1531	3577  	2.58014e+09	1.27165e+10	1.18266e+09	3.76471e+11
1532	3567  	2.53367e+09	1.19142e+10	1.18266e+09	3.59662e+11
1533	3542  	2.54505e+09	1.132e+10  	1.18266e+09	3.54838e+11
1534	3707  	2.87848e+09	1.56569e+10	1.18266e+09	3.74176e+11
1535	3576  	2.49943e+09	1.01184e+10	1.18266e+09	3.79872e+11
1536	3538  	2.59311e+09	1.4322e+10 	1.18266e+09	3.69324e+11
1537	3594  	2.87693e+09	1.55975e+10	1.18266e+09	3.79116e+11
1538	3587  	2.71959e+09	1.39688e+10	1.18215e+09	3.72708e+11
1539	3637  	2.69948e+09	1.35705e+10	1.18215e+09	3.72763e+11
1540	3620  	2.62964e+09	1.2003e+10 	1.18215e+09	3.60629e+11
1541	3647  	2.41467e+09	1.03563e+10	1.1817e+09 	3.60527e+11
1542	3574  	2.64655e+09	1.38957e+10	1.1817e+09 	3.6155e+11 
1543	3700  	2.44399e+09	1.12679e+10	1.1817e+09 	3.75322e+11
1544	3518  	2.6606e+09 	1.27273e+10	1.18097e+09	3.5559e+11 
1545	3510  	2.50991e+09	1.27124e+10	1.17939e+09	3.74168e+11
1546	3474  	2.61505e+09	1.38648e+10	1.17939e+09	5.5914e+11 
1547	3494  	2.61014e+09	1.23818e+10	1.17939e+09	3.54981e+11
1548	3557  	2.426e+09  	1.02236e+10	1.17913e+09	3.56632e+11
1549	3535  	2.72146e+09	1.43172e+10	1.17906e+09	3.69522e+11
1550	3549  	2.82202e+09	1.52229e+10	1.17906e+09	3.7231e+11 
1551	3617  	2.63941e+09	1.37197e+10	1.17888e+09	3.68327e+11
1552	3610  	2.46387e+09	1.24958e+10	1.17881e+09	3.74501e+11
1553	3561  	2.70886e+09	1.43834e+10	1.17834e+09	3.75019e+11
1554	3628  	2.67861e+09	1.2635e+10 	1.17834e+09	3.74729e+11
1555	3589  	2.41559e+09	1.07852e+10	1.17834e+09	3.55121e+11
1556	3534  	2.59172e+09	1.15048e+10	1.17834e+09	3.5432e+11 
1557	3563  	2.8375e+09 	1.4726e+10 	1.17809e+09	3.67402e+11
1558	3595  	2.52791e+09	1.27048e+10	1.17802e+09	3.61302e+11
1559	3622  	2.79865e+09	1.54022e+10	1.17795e+09	3.66565e+11
1560	3721  	2.59622e+09	1.3342e+10 	1.1777e+09 	3.57502e+11
1561	3614  	2.44161e+09	1.05839e+10	1.1777e+09 	3.77951e+11
1562	3587  	2.66981e+09	1.37678e+10	1.1777e+09 	3.68285e+11
1563	3701  	2.60322e+09	1.33494e+10	1.1777e+09 	3.79624e+11
1564	3547  	2.35969e+09	9.91054e+09	1.17757e+09	3.54769e+11
1565	3686  	2.40597e+09	1.0044e+10 	1.17757e+09	3.69436e+11
1566	3576  	2.80571e+09	1.40859e+10	1.17731e+09	3.55948e+11
1567	3666  	2.65263e+09	1.41907e+10	1.17731e+09	3.59805e+11
1568	3661  	2.54281e+09	1.09129e+10	1.17731e+09	3.60241e+11
1569	3571  	2.43761e+09	1.16166e+10	1.17731e+09	3.66542e+11
1570	3662  	2.37529e+09	1.00599e+10	1.17731e+09	3.74449e+11
1571	3617  	2.63696e+09	1.34443e+10	1.17731e+09	3.58379e+11
1572	3567  	2.45886e+09	1.19155e+10	1.17731e+09	3.75512e+11
1573	3652  	3.04648e+09	1.66208e+10	1.17731e+09	3.69567e+11
1574	3521  	2.45473e+09	1.06995e+10	1.17715e+09	3.67826e+11
1575	3515  	2.54488e+09	1.15161e+10	1.17715e+09	3.6047e+11 
1576	3576  	2.71135e+09	1.42115e+10	1.17544e+09	3.67232e+11
1577	3637  	2.59013e+09	1.18385e+10	1.17544e+09	3.63779e+11
1578	3632  	2.77557e+09	1.56277e+10	1.17517e+09	3.61697e+11
1579	3554  	2.38398e+09	9.98046e+09	1.17517e+09	3.54792e+11
1580	3572  	2.48436e+09	1.124e+10  	1.17517e+09	3.56589e+11
1581	3532  	2.56864e+09	1.15572e+10	1.175e+09  	3.57183e+11
1582	3632  	2.42364e+09	1.07083e+10	1.17385e+09	3.62917e+11
1583	3586  	2.41279e+09	1.05721e+10	1.17385e+09	3.56452e+11
1584	3651  	2.71116e+09	1.45111e+10	1.17288e+09	3.66878e+11
1585	3611  	2.47042e+09	1.06495e+10	1.17288e+09	3.74129e+11
1586	3603  	2.41205e+09	9.96556e+09	1.17288e+09	3.5544e+11 
1587	3696  	2.55492e+09	1.1953e+10 	1.1717e+09 	3.76856e+11
1588	3630  	2.44565e+09	1.06626e+10	1.17143e+09	3.5672e+11 
1589	3560  	2.85853e+09	1.57173e+10	1.17143e+09	3.75229e+11
1590	3573  	2.84657e+09	1.48849e+10	1.17048e+09	3.74609e+11
1591	3595  	2.52044e+09	1.28911e+10	1.17048e+09	3.59288e+11
1592	3637  	2.44719e+09	1.14986e+10	1.17048e+09	3.55287e+11
1593	3582  	2.61564e+09	1.32585e+10	1.17048e+09	3.698e+11  
1594	3646  	2.56361e+09	1.27412e+10	1.17048e+09	3.74162e+11
1595	3564  	2.44663e+09	1.09479e+10	1.1704e+09 	3.5511e+11 
1596	3625  	2.57687e+09	1.2319e+10 	1.16946e+09	3.58119e+11
1597	3593  	2.44981e+09	1.228e+10  	1.16946e+09	3.74673e+11
1598	3547  	2.73642e+09	1.35014e+10	1.16946e+09	3.74989e+11
